i,j,acf_peak_lag_samples,acf_peak_period_days,acf_peak_value,psd_peak_freq_cyc_per_day,psd_peak_period_days,psd_peak_power
141,69,1,0.125,0.9745408862661696,0.0027397260273972603,365.0,143.07590665949476
22,723,1,0.125,0.9976327864959067,0.0027397260273972603,365.0,1639.4390932430379
55,122,1,0.125,0.9823750256678312,0.0027397260273972603,365.0,156.03925170547998
136,718,1,0.125,0.980602118017378,0.0027397260273972603,365.0,147.0915861616611
127,145,1,0.125,0.9763042629449183,0.0027397260273972603,365.0,150.58296161824046
150,395,1,0.125,0.9767904927103471,0.0027397260273972603,365.0,134.85599341742974
97,432,1,0.125,0.975842486795697,0.008219178082191782,121.66666666666666,186.3742062454397
67,394,1,0.125,0.9807481370841772,0.0027397260273972603,365.0,161.0772790410104
27,640,1,0.125,0.9972353291621286,0.0027397260273972603,365.0,1287.6242243699512
198,186,1,0.125,0.9830879917739728,0.0027397260273972603,365.0,159.10076370449895
157,756,1,0.125,0.9806812827208913,0.0027397260273972603,365.0,145.61411810535049
81,760,1,0.125,0.9812670685827767,0.008219178082191782,121.66666666666666,268.9307155001337
17,615,1,0.125,0.9976235235382893,0.0027397260273972603,365.0,1875.693297789583
52,329,1,0.125,0.9838562197244365,0.0027397260273972603,365.0,176.72885842061478
160,735,1,0.125,0.9806550664205148,0.0027397260273972603,365.0,143.83955438925622
176,178,1,0.125,0.9777748665711079,0.0027397260273972603,365.0,131.5322782201774
43,257,1,0.125,0.9884521365782759,0.0027397260273972603,365.0,321.5879069417024
114,430,1,0.125,0.9769770769223687,0.0027397260273972603,365.0,162.1022763241754
11,381,1,0.125,0.9973270735155244,0.0027397260273972603,365.0,2020.0991394998118
66,450,1,0.125,0.9810147834569574,0.0027397260273972603,365.0,169.6693073845355
198,60,1,0.125,0.9842049033745294,0.0027397260273972603,365.0,186.90658763967693
174,371,1,0.125,0.9786322366326551,0.0027397260273972603,365.0,107.69741702729588
178,559,1,0.125,0.9821495220420924,0.0,inf,110.37617567340648
164,73,1,0.125,0.9731635833661384,0.0027397260273972603,365.0,140.2184786944977
139,141,1,0.125,0.9754858355090245,0.0027397260273972603,365.0,147.78687186209194
41,791,1,0.125,0.9918061104080604,0.0027397260273972603,365.0,323.3201672225672
61,151,1,0.125,0.9808984273938434,0.008219178082191782,121.66666666666666,140.06316088340256
153,567,1,0.125,0.9800425896190048,0.0027397260273972603,365.0,140.0846232904544
158,102,1,0.125,0.9721642518897398,0.0027397260273972603,365.0,139.99774783348397
149,453,1,0.125,0.9766038072581423,0.0027397260273972603,365.0,138.84813430613804
98,229,1,0.125,0.9769983772552765,0.008219178082191782,121.66666666666666,160.11023386997255
6,229,1,0.125,0.9963737677274979,0.0027397260273972603,365.0,2127.6625254040273
115,774,1,0.125,0.9802682447492839,0.008219178082191782,121.66666666666666,202.09051168242254
190,530,1,0.125,0.9844830780845327,0.0,inf,103.09610682640708
73,53,1,0.125,0.9778724467097436,0.008219178082191782,121.66666666666666,189.07291662314307
185,253,1,0.125,0.9847494551648954,0.0027397260273972603,365.0,121.54902702029925
151,569,1,0.125,0.9800412817579545,0.0027397260273972603,365.0,142.553684200351
76,497,1,0.125,0.9799137309992538,0.008219178082191782,121.66666666666666,201.66821394162832
178,498,1,0.125,0.9818167788661497,0.0,inf,106.61324256767521
89,353,1,0.125,0.9756071726871316,0.008219178082191782,121.66666666666666,186.12051344023152
178,554,1,0.125,0.9819996676908972,0.0,inf,109.81336496541655
179,747,1,0.125,0.9829336870629567,0.0,inf,122.30186610648984
90,46,1,0.125,0.9784105627236426,0.008219178082191782,121.66666666666666,173.58020607797337
133,309,1,0.125,0.9771490861272124,0.0027397260273972603,365.0,154.80651086403844
43,491,1,0.125,0.9895080592991573,0.0027397260273972603,365.0,280.4369333295889
21,635,1,0.125,0.9975958658382268,0.0027397260273972603,365.0,1733.94783869686
106,631,1,0.125,0.9774785898039603,0.008219178082191782,121.66666666666666,208.09116955421777
197,222,1,0.125,0.9847318242272859,0.0027397260273972603,365.0,147.92662999507527
79,424,1,0.125,0.9788138495583616,0.008219178082191782,121.66666666666666,200.65029097852943
93,283,1,0.125,0.9766523689758912,0.008219178082191782,121.66666666666666,170.87318414830875
186,705,1,0.125,0.983975742110242,0.0,inf,112.07577147332631
42,587,1,0.125,0.9905042279109657,0.0027397260273972603,365.0,292.1953973947391
15,234,1,0.125,0.9973749143320233,0.0027397260273972603,365.0,1991.5580275082264
62,496,1,0.125,0.9818917027648342,0.0027397260273972603,365.0,171.22916969110534
110,586,1,0.125,0.9772365542689178,0.008219178082191782,121.66666666666666,189.10902087311445
196,299,1,0.125,0.9848062625442625,0.0027397260273972603,365.0,131.4880122940084
140,353,1,0.125,0.9754381279845793,0.0027397260273972603,365.0,146.6992681616671
92,193,1,0.125,0.976892352582493,0.008219178082191782,121.66666666666666,166.30115764430508
169,562,1,0.125,0.980524841174108,0.0027397260273972603,365.0,118.81702946657806
47,639,1,0.125,0.9878098637787651,0.0027397260273972603,365.0,213.8807038748347
160,480,1,0.125,0.9785408008396902,0.0027397260273972603,365.0,124.13711570171715
14,637,1,0.125,0.997619167192128,0.0027397260273972603,365.0,1914.886542109064
116,660,1,0.125,0.9786079621877047,0.008219178082191782,121.66666666666666,184.5251723046945
194,440,1,0.125,0.9844895410696075,0.0,inf,106.41631883566251
182,667,1,0.125,0.9837955526785801,0.0,inf,115.23485994936789
37,484,1,0.125,0.9931652670489959,0.0027397260273972603,365.0,513.1346797213577
109,745,1,0.125,0.9792119006878158,0.008219178082191782,121.66666666666666,217.88794975004126
69,434,1,0.125,0.9803370950727889,0.0027397260273972603,365.0,172.61353862307476
88,412,1,0.125,0.9761922108419886,0.008219178082191782,121.66666666666666,196.14678125938764
36,355,1,0.125,0.9933253608267696,0.0027397260273972603,365.0,604.2285800429015
168,785,1,0.125,0.9793909092558696,0.0,inf,134.59462652324387
163,480,1,0.125,0.9787877110819252,0.0027397260273972603,365.0,120.04201141963156
128,333,1,0.125,0.9771121888075998,0.0027397260273972603,365.0,158.9935076577278
111,482,1,0.125,0.9768699336008184,0.008219178082191782,121.66666666666666,164.8770192526894
113,211,1,0.125,0.976705414249192,0.0027397260273972603,365.0,152.13724703703997
144,380,1,0.125,0.9767157802871498,0.0027397260273972603,365.0,142.29347762230773
90,626,1,0.125,0.977540925933505,0.008219178082191782,121.66666666666666,233.71391350409723
80,31,1,0.125,0.976950393503724,0.008219178082191782,121.66666666666666,194.55935806125294
107,726,1,0.125,0.9786793626607617,0.008219178082191782,121.66666666666666,220.13539381778446
162,188,1,0.125,0.9739340156924647,0.0027397260273972603,365.0,133.598983363932
164,311,1,0.125,0.9772282698605153,0.0027397260273972603,365.0,119.33397150817787
109,684,1,0.125,0.9782513886814095,0.008219178082191782,121.66666666666666,210.03303432705178
178,77,1,0.125,0.9780781016890628,0.0027397260273972603,365.0,144.77775080225658
187,460,1,0.125,0.9843463249014298,0.0,inf,103.88182051344023
130,67,1,0.125,0.9761267494642248,0.0027397260273972603,365.0,143.72408762046743
27,9,1,0.125,0.9966932862329407,0.0027397260273972603,365.0,1418.4068705811942
33,716,1,0.125,0.9959647471573599,0.0027397260273972603,365.0,804.8619701060124
188,272,1,0.125,0.9855719530939463,0.0027397260273972603,365.0,119.83428132413425
63,150,1,0.125,0.9804639161609404,0.008219178082191782,121.66666666666666,147.04191721876433
94,508,1,0.125,0.976438898381514,0.008219178082191782,121.66666666666666,206.4970864396726
113,559,1,0.125,0.9771125683667763,0.008219178082191782,121.66666666666666,174.84871209587632
171,523,1,0.125,0.9798938152716495,0.0,inf,111.58724836468642
54,428,1,0.125,0.9836660333160743,0.0027397260273972603,365.0,164.28581413193538
137,453,1,0.125,0.9775629055026194,0.0027397260273972603,365.0,153.6703224404796
47,505,1,0.125,0.9868805971801737,0.0027397260273972603,365.0,210.73616625835507
183,20,1,0.125,0.9820995367444267,0.0027397260273972603,365.0,155.54523483252942
155,157,1,0.125,0.973884042560895,0.0027397260273972603,365.0,139.42195653831698
132,591,1,0.125,0.9792322760042178,0.0027397260273972603,365.0,153.21851698879502
196,725,1,0.125,0.9822411384593945,0.008219178082191782,121.66666666666666,105.03438959688174
102,317,1,0.125,0.9766938659077747,0.008219178082191782,121.66666666666666,159.3060340538557
32,652,1,0.125,0.9962918578605349,0.0027397260273972603,365.0,890.8625906939787
131,225,1,0.125,0.976461572428633,0.0027397260273972603,365.0,155.11005399758125
174,716,1,0.125,0.9813916117330517,0.0,inf,126.02306124916521
20,322,1,0.125,0.9972561415593073,0.0027397260273972603,365.0,1894.525640785767
91,607,1,0.125,0.9774893087665109,0.008219178082191782,121.66666666666666,229.24035646234736
58,675,1,0.125,0.9845239666259692,0.0027397260273972603,365.0,192.9795025515168
24,669,1,0.125,0.9975577807701352,0.0027397260273972603,365.0,1497.6536483833156
91,735,1,0.125,0.9785613713112862,0.008219178082191782,121.66666666666666,245.92065356929172
185,558,1,0.125,0.9841688232874792,0.0,inf,106.0920472736487
109,259,1,0.125,0.9760351950754725,0.0027397260273972603,365.0,154.34260179264024
19,475,1,0.125,0.9973918615018613,0.0027397260273972603,365.0,1882.5392486800406
55,13,1,0.125,0.9816477165851687,0.008219178082191782,121.66666666666666,159.5693478581838
150,675,1,0.125,0.9806744762625031,0.0027397260273972603,365.0,150.61276166653857
56,566,1,0.125,0.9838120559827793,0.0027397260273972603,365.0,176.93906029016495
133,757,1,0.125,0.981379198348872,0.0027397260273972603,365.0,140.66438446638836
73,254,1,0.125,0.9787214495274257,0.008219178082191782,121.66666666666666,167.34822022428176
126,87,1,0.125,0.9756836575104667,0.0027397260273972603,365.0,144.5693054527987
63,463,1,0.125,0.9816083175472734,0.0027397260273972603,365.0,166.86252664272516
187,374,1,0.125,0.9849162911813869,0.0027397260273972603,365.0,107.51761838867493
45,541,1,0.125,0.9881932086932317,0.0027397260273972603,365.0,240.9954250654938
127,80,1,0.125,0.9758986697927179,0.0027397260273972603,365.0,144.30968767745125
90,579,1,0.125,0.9772832033957406,0.008219178082191782,121.66666666666666,225.67259437335863
13,448,1,0.125,0.9974032348020576,0.0027397260273972603,365.0,1973.853743936306
4,49,1,0.125,0.995503785229319,0.0027397260273972603,365.0,2194.21757296452
160,280,1,0.125,0.9756995743340965,0.0027397260273972603,365.0,125.8736199231439
27,227,1,0.125,0.9968870690036167,0.0027397260273972603,365.0,1357.0928406396351
1,624,1,0.125,0.993022527181972,0.0027397260273972603,365.0,2131.559840761726
96,331,1,0.125,0.9764669184560265,0.008219178082191782,121.66666666666666,171.61920853361767
108,614,1,0.125,0.9772199562088845,0.008219178082191782,121.66666666666666,200.58248985605678
72,154,1,0.125,0.978554559737076,0.008219178082191782,121.66666666666666,173.1539569076515
137,41,1,0.125,0.9759356262691065,0.0027397260273972603,365.0,141.6013213393967
28,339,1,0.125,0.9966572536791349,0.0027397260273972603,365.0,1258.9714903715978
184,195,1,0.125,0.9836617161825211,0.0027397260273972603,365.0,132.60062326223405
150,799,1,0.125,0.9787932877533044,0.0027397260273972603,365.0,145.33565136076763
25,693,1,0.125,0.9974838488430946,0.0027397260273972603,365.0,1422.97296481789
179,472,1,0.125,0.9816455950813712,0.0,inf,105.70746478700583
126,685,1,0.125,0.9798329916651226,0.008219178082191782,121.66666666666666,156.1846500310632
122,136,1,0.125,0.9766062966249074,0.0027397260273972603,365.0,148.82791631892843
60,319,1,0.125,0.9808952421511749,0.0027397260273972603,365.0,133.66393810111157
30,354,1,0.125,0.9960958965301342,0.0027397260273972603,365.0,1108.3556097736766
28,457,1,0.125,0.9967310494221859,0.0027397260273972603,365.0,1233.9320919732606
131,609,1,0.125,0.9789670952499426,0.0027397260273972603,365.0,153.03323049817254
176,696,1,0.125,0.9820147185595061,0.0,inf,123.08002611676413
84,378,1,0.125,0.9776585352602033,0.008219178082191782,121.66666666666666,192.30565146218223
136,216,1,0.125,0.9762330682709216,0.0027397260273972603,365.0,151.93419381694554
13,387,1,0.125,0.9973862065428396,0.0027397260273972603,365.0,1989.6931905936929
155,546,1,0.125,0.9791756783509173,0.0027397260273972603,365.0,134.6516405676118
105,211,1,0.125,0.9769993732991166,0.008219178082191782,121.66666666666666,147.72214153338825
194,721,1,0.125,0.9831314183298702,0.0,inf,102.51132109517913
80,254,1,0.125,0.9775513928098981,0.008219178082191782,121.66666666666666,179.94613171046063
125,132,1,0.125,0.9765058053204656,0.0027397260273972603,365.0,148.89823571368038
190,384,1,0.125,0.9858127711301908,0.0027397260273972603,365.0,109.27529547380374
187,255,1,0.125,0.9853820547375529,0.0027397260273972603,365.0,122.28451543725436
87,529,1,0.125,0.9769589667081241,0.008219178082191782,121.66666666666666,218.41290551800788
64,63,1,0.125,0.9796206481370915,0.008219178082191782,121.66666666666666,166.02135255304123
97,582,1,0.125,0.9771692020140168,0.008219178082191782,121.66666666666666,216.7743163394535
13,269,1,0.125,0.9973601345954748,0.0027397260273972603,365.0,2014.033186882171
76,632,1,0.125,0.980947400751033,0.008219178082191782,121.66666666666666,231.85928604789115
56,427,1,0.125,0.9828955289012852,0.0027397260273972603,365.0,159.69141351618313
123,407,1,0.125,0.9777675737692101,0.0027397260273972603,365.0,162.17575710026978
63,709,1,0.125,0.9841610939804852,0.0027397260273972603,365.0,200.95104170381234
189,516,1,0.125,0.9847365086085605,0.0,inf,103.29321208949486
53,435,1,0.125,0.983860429030559,0.0027397260273972603,365.0,166.80540088972884
25,2,1,0.125,0.9969664986212418,0.0027397260273972603,365.0,1558.7564294825343
59,38,1,0.125,0.9807887237668029,0.008219178082191782,121.66666666666666,156.38762806121392
120,602,1,0.125,0.9779903911500685,0.008219178082191782,121.66666666666666,162.380805983839
126,744,1,0.125,0.9807951446318387,0.008219178082191782,121.66666666666666,162.84685667860026
44,602,1,0.125,0.9895647518696236,0.0027397260273972603,365.0,256.40759571695617
81,368,1,0.125,0.9781485462539822,0.008219178082191782,121.66666666666666,192.54114204319555
112,117,1,0.125,0.9771189531802412,0.0027397260273972603,365.0,141.77569672481332
148,117,1,0.125,0.9740264304994737,0.0027397260273972603,365.0,143.1197691783874
110,535,1,0.125,0.9762649866902395,0.008219178082191782,121.66666666666666,178.715738338905
